,gauge,date,total_pr,num_days_pr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,new_num_days_pr,20302050_to_19802000_ratio,20402060_to_19802000_ratio,total_pr_scenario,num_days_pr_scenario
0,1943025,01/01/1980,509.5,21,39.57685970569093,1.2497955696533978,0.0,0.0,0.0,0.0,0.0,0.4165985232177993,0.0,1.2497955696533978,29.161896625245948,28.120400317201447,31.244889241334942,21.871422468934462,30.203392933290445,36.452370781557434,43.742844937868924,53.1163117102694,9.373466772400484,14.580948312622974,60.40678586658089,4.165985232177992,27.28720327076585,0.31244889241334944,41.65985232177992,6.457277109875888,20.82992616088996,13.539452004578475,15.622444620667471,0.0,0.0,1,1980,21,1.041496308044498,1.0674761537828517,530.6423689486717,21
1,1943025,01/02/1980,211.2,11,50.874448254991506,40.92075185727578,3.5390920525211484,0.0,0.0,0.0,0.0,0.0,8.958326757944157,0.0,0.0,0.0,6.635797598477153,3.3178987992385767,0.0,0.0,12.38682218382402,57.17845597354481,33.731971125592196,0.0,0.0,12.165628930541448,3.8708819324450063,0.0,0.0,0.0,0.0,0.0,0.0,,,2,1980,11,1.105966266412859,1.1170293309815396,233.58007546639578,11
2,1943025,01/03/1980,46.5,6,2.5209749906709322,0.0,0.20167799925367458,0.0,1.5125849944025593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.369636969027496,3.3276869876856305,27.226529899246067,0.0,0.30251699888051187,3.428525987312468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1980,6,1.008389996268373,1.0138149909285097,46.89013482647934,6
3,1943025,01/04/1980,180.1,15,4.997438428162911,0.0,14.992315284488733,0.0,0.0,2.3987704455181973,12.993339913223569,75.76116657094973,2.4987192140814556,19.989753712651645,0.0,1.4992315284488733,11.993852227590986,1.399282759885615,24.387499529435004,1.4992315284488733,1.1993852227590986,1.1993852227590986,0.0,0.0,0.9994876856325822,0.0,0.0,0.0,0.0,2.098924139828423,0.0,0.09994876856325823,0.0,0.0,,4,1980,16,0.9994876856325822,1.0019901007277976,180.00773218242804,15
4,1943025,01/05/1980,30.6,2,0.0,0.0,0.2758550203826805,22.98791836522338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9195167346089351,0.9195167346089351,0.8275650611480416,0.0,0.0,2.206840163061444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1980,4,0.9195167346089351,0.9237179601952225,28.137212079033418,2
5,1943025,01/06/1980,44.9,7,3.810723083361307,5.239744239621797,0.0,1.9053615416806535,5.525548470873895,0.0,0.0,0.0,0.0,0.0,0.3810723083361307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.810723083361307,0.0,0.0,2.095897695848719,20.00629618764686,0.0,0.0,0.0,,6,1980,7,0.9526807708403268,0.939556195662868,42.77536661073067,7
6,1943025,01/07/1980,18.4,2,0.0,0.0,3.299718764905297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.557582786346899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1980,2,0.9705055190897932,0.9630511702964129,17.857301551252196,2
7,1943025,01/08/1980,1.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0123438220548948,0.0,0.0,0.0,8,1980,1,0.8436198517124124,0.8884899446647965,1.0123438220548948,1
8,1943025,01/09/1980,33.7,2,0.0,0.0,0.0,0.0,0.25559954922516476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.824773855059556,0.0,0.0,0.0,0.0,0.0,0.0,13.631975958675454,0.0,0.0,0.0,0.0,,9,1980,2,0.8519984974172159,0.8035806355571271,28.712349362960175,2
9,1943025,01/10/1980,24.0,2,0.6866029627102916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72428333049078,12.015551847430102,0.0,0.1716507406775729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1980,2,0.8582537033878644,0.8290161072979904,20.598088881308747,2
