year,num_days_pr,num_days_pr_2030,num_days_pr_2040
1945,74.0,69.3193124306983,68.58605366335627
1946,103.0,96.4849889238098,95.46437199088777
1947,123.0,115.21993822940394,114.00114325125433
1948,98.0,91.80125159741127,90.83017917579613
1949,106.0,99.29523131964892,98.24488767994276
1950,106.0,99.29523131964892,98.24488767994276
1951,84.0,78.68678708349537,77.85443929353954
1952,148.0,138.6386248613966,137.17210732671253
1953,113.0,105.85246357660687,104.73275762107106
1954,71.0,66.50907003485918,65.80553797430129
1955,90.0,84.30727187517361,83.41547067164952
1956,94.0,88.05426173629243,87.12282492372282
1957,124.0,116.15668569468363,114.92798181427266
1958,21.0,19.671696770873844,19.463609823384886
1959,84.0,78.68678708349537,77.85443929353954
1960,98.0,91.80125159741127,90.83017917579613
1961,74.0,69.3193124306983,68.58605366335627
1962,122.0,114.28319076412423,113.074304688236
1963,41.0,38.40664607646798,38.00038108375144
1964,131.0,122.71391795164159,121.41585175540095
1965,115.0,107.72595850716628,106.5864347471077
1966,87.0,81.49702947933449,80.63495498259452
1967,58.0,54.331352986222996,53.75663665506302
1968,84.0,78.68678708349537,77.85443929353954
1969,102.0,95.54824145853009,94.53753342786945
1970,98.0,91.80125159741127,90.83017917579613
1971,92.0,86.18076680573301,85.26914779768617
1972,123.0,115.21993822940394,114.00114325125433
1973,103.0,96.4849889238098,95.46437199088777
1974,109.0,102.10547371548803,101.02540336899774
1975,114.0,106.78921104188657,105.65959618408938
1976,124.0,116.15668569468363,114.92798181427266
1977,104.0,97.4217363890895,96.3912105539061
1978,132.0,123.6506654169213,122.34269031841929
1979,136.0,127.39765527804012,126.05004457049259
1980,114.0,106.78921104188657,105.65959618408938
1981,133.0,124.587412882201,123.26952888143761
1982,134.0,125.5241603474807,124.19636744445594
1983,150.0,140.51211979195602,139.02578445274918
1984,97.0,90.86450413213156,89.90334061277781
1985,144.0,134.89163500027777,133.46475307463922
1986,89.0,83.3705244098939,82.48863210863118
1987,104.0,97.4217363890895,96.3912105539061
1988,102.0,95.54824145853009,94.53753342786945
1989,108.0,101.16872625020832,100.09856480597941
1990,95.0,88.99100920157214,88.04966348674115
1991,134.0,125.5241603474807,124.19636744445594
1992,146.0,136.7651299308372,135.31843020067586
1993,87.0,81.49702947933449,80.63495498259452
1994,104.0,97.4217363890895,96.3912105539061
1995,113.0,105.85246357660687,104.73275762107106
1996,112.0,104.91571611132716,103.80591905805272
1997,119.0,111.4729483682851,110.29378899918102
1998,106.0,99.29523131964892,98.24488767994276
1999,93.0,87.11751427101272,86.1959863607045
2000,136.0,127.39765527804012,126.05004457049259
2001,103.0,96.4849889238098,95.46437199088777
2002,120.0,112.40969583356481,111.22062756219935
2003,102.0,95.54824145853009,94.53753342786945
2004,140.0,131.14464513915894,129.7573988225659
2005,147.0,137.70187739611688,136.2452687636942
2006,89.0,83.3705244098939,82.48863210863118
2007,97.0,90.86450413213156,89.90334061277781
2008,120.0,112.40969583356481,111.22062756219935
2009,136.0,127.39765527804012,126.05004457049259
2010,112.0,104.91571611132716,103.80591905805272
2011,112.0,104.91571611132716,103.80591905805272
2012,109.0,102.10547371548803,101.02540336899774
2013,117.0,109.59945343772569,108.44011187314436
2014,32.0,29.975918888950616,29.658834016586493
